OUT	1	18	19	21	22	12	13	14	8	26	16	32	35	38	39	3	10	5	6	7	9	2	33	23	24	25	27	15	36	37
3d80710fb18afb303baf125753fd7ac8	10898	24480	48319	17651	27317	4730	3710	4787	9947	10207	1594	16235	22025	46818	4810	18085	30572	44681	20451	21843	22061	76605	21520	3209	2959	11256	8488	16093	56350	9199
d55aec9ec60a4e3097c3c3953dae8773	17795	25686	9142	35761	2576	75231	25667	29080	6944	42782	40067	9566	106	603	28511	6234	6573	6542	27671	2049	2541	31765	34916	26187	0	83648	988	0	7864	12692
f80a17436037d706dc728dd265b7c21e	3432	18512	22873	5359	9659	2030	5326	4801	5095	16583	2804	9285	10023	20790	8153	5282	10991	14217	47139	5680	3761	28691	20991	4451	1161	6138	2376	1371	26642	10396
f5487404313a4fb57bc3489c167e9a37	7771	14742	5410	20845	1470	37521	12954	13685	3897	20314	19992	5319	0	299	13459	3621	3520	3763	15669	1052	1430	18153	14438	13275	0	37876	564	0	3985	7020
b3fef1e26b7b6ac20847ede4da68547a	118	211	99	53796	6049	110	266	58	221	0	0	2200	161	324	367	8331	18027	23881	10667	6712	6363	21684	11050	824	0	818	179	1666	86	22745
ba53aaf1e742e7d9bf5d5f336ca52ca9	7628	1360	15872	9201	15846	3122	668	60	3224	696	110	385	4401	7043	146	11755	6115	11133	2672	9758	4649	28433	807	264	219	9391	3962	3777	21352	923
d3211b7a04e5fb36a383450b8f5710e2	1000	43295	931	2814	1851	81	76	209	224	480	0	1323	175	8554	690	434	10801	815	3944	1122	8388	26738	1728	404	868	2494	271	4741	5060	1343
08c92baa0290e451ea255f6020e44739	436	795	3965	2018	3900	1023	518	811	265	2322	123	1009	519	10725	17	11785	669	7036	2101	4745	3552	10520	324	202	1342	5607	3312	448	8690	117
6bc890a2012bca332b9d5c43905d1aae	1706	2270	3865	3991	3515	1381	1294	1097	1089	2392	573	309	3095	4273	220	2158	3124	7827	5353	3367	1773	11022	2042	408	514	2778	1563	696	10036	1935
3af2197bbd2daf9be46127b58559c91f	2790	2276	1514	5035	330	10456	12648	995	729	2224	5436	907	520	2647	4719	1043	847	2440	3445	901	345	7375	2452	2040	0	165	5286	21	2317	47
41b518f17927240fdfd1465cd351afc4	1310	1930	4951	282	616	676	368	1799	1137	8686	1542	1258	376	6563	1882	423	4636	5020	8378	241	625	7035	8216	1921	595	2174	666	274	958	1215
10df701d47286a6ed30c544e219c87f4	967	2930	5963	1351	2925	368	624	756	819	1411	521	1536	2191	4346	1317	2017	1837	3734	5845	1198	1803	6698	3057	579	107	962	596	810	5005	2802
2eb7bab7b0af702e4f18358968a8f7ff	1004	2988	1203	2541	425	6556	1738	8967	305	1212	4855	314	1757	176	1939	2488	843	2623	1345	780	970	4221	50	1820	243	1232	1946	125	3118	4400
7a08a37eff6224b432a537907a0cec2c	945	1455	5386	1981	2855	523	413	365	802	573	202	865	1364	3401	630	4632	1262	8077	3271	1841	1128	5850	1479	277	198	1492	930	510	3953	1243
27e5a0119bf0f99608903f79f07ce884	2534	3776	2931	1779	2729	1000	279	551	1030	1209	594	826	64	1341	870	0	1409	4534	3965	1786	1821	5141	3661	483	168	84	420	48	3160	2366
310e1b0125888ac49bf01d4fc73500d5	827	1778	3303	1433	700	495	368	479	868	1108	295	790	1792	4764	741	2122	932	2082	3564	1320	1877	3345	3387	420	213	2433	1093	1693	4448	1509
1141f30eddb626a3a1151a19445eadfe	67	19	54	17305	719	85	47	1695	41	3	0	141	1818	77	48	1653	140	4359	1012	3047	1603	4310	25	0	0	57	120	559	9369	1027
c2cac7ce4200877d49ef4a0f53183000	0	0	0	640	0	0	0	0	0	0	0	0	41449	0	6	0	0	0	0	0	0	0	0	0	0	0	8	2697	0	0
00e2a4692367d37329fb9e908285f0ef	30	185	70	7710	1016	62	124	109	7	0	14	52	1214	239	80	998	308	10027	99	848	676	15249	15	0	0	38	256	13	461	817
f3f979bdba595bc673cd646533a78894	1253	3084	446	3558	182	2974	800	294	1109	2144	873	289	221	2245	86	1230	168	1695	3720	608	946	1335	3226	1268	161	3312	604	757	438	1129
496dfdc9b508213f9190c658f2271a45	2239	3474	0	706	313	884	9	0	0	433	11	0	1261	138	0	0	440	1072	733	0	510	13319	121	0	0	1183	0	864	4342	8072
f002e38adcccc245fb0102cd84080014	0	66	0	0	456	27	94	0	43	0	0	0	0	513	0	8400	6090	3237	4604	341	1602	1079	5229	410	0	1185	8	168	0	6031
62c2500c7c10f9b15af76d633cd7ae2a	303	178	1959	57	1345	451	169	355	192	6400	53	498	602	8331	73	302	313	625	1418	534	704	1307	454	39	1121	1050	259	1506	7347	490
